K,n_sentences,n_gold,recall_at_K,us_per_sent_loop,us_per_sent_kernel,sent_per_sec_kernel,gpu_table_MB,gpu_used_MB,score_mismatch,count_mismatch,n_check,n_chunks,n_launches,us_per_sent_k4,us_per_sent_k3,k4_mode,scorer
32,119503,1861,0.972595,18.561,18.557,53888.8,120.192,120.000,0,0,2000,15,3076,14.635,3.922,fused,biaffine
